티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5010.0,202134.0,1010083520.0,-1.57,172094160.0,17.04,34314.0,170542240.0,10748.0,54809335.0,-54046.0,-270036345.0,-29666.0,-148626660.0,0.0,0.0,-24380.0,-121409685.0,0.0,0.0,0.0,0.0,0.0,0.0,8890.0,44216585.0,94.0,468185.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7920.0,17199.0,135668780.0,-0.25,103040.0,0.08,7232.0,56945770.0,870.0,6811440.0,-8210.0,-64607080.0,263.0,2106940.0,0.0,0.0,0.0,0.0,0.0,0.0,-8473.0,-66714020.0,0.0,0.0,109.0,857800.0,-1.0,-7930.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4270.0,123347.0,520598090.0,2.03,35806025.0,6.88,10737.0,46196057.0,-11203.0,-48023545.0,866.0,3539678.0,1208.0,4979995.0,0.0,0.0,0.0,0.0,-342.0,-1440317.0,0.0,0.0,0.0,0.0,-500.0,-2132190.0,100.0,420000.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,117600.0,32753.0,3858476700.0,0.0,1143647150.0,28.54,-305.0,-37378550.0,3259.0,383565400.0,-2967.0,-347709750.0,-6103.0,-716948450.0,-1144.0,-133983100.0,2811.0,330762900.0,0.0,0.0,1891.0,222090700.0,-422.0,-49631800.0,9.0,1047000.0,4.0,475900.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18270.0,726765.0,13320197565.0,-2.04,5013419870.0,35.62,13124.0,233382405.0,-91474.0,-1676362175.0,76747.0,1414359670.0,366.0,5822110.0,-5660.0,-102902355.0,-8691.0,-158281425.0,0.0,0.0,15832.0,293718555.0,6766.0,123590635.0,3504.0,63763600.0,-1901.0,-35143500.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",44600.0,7797.0,354649100.0,-5.11,14707400.0,2.89,-222.0,-9620350.0,-397.0,-18964850.0,623.0,28764150.0,10.0,516350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,28247800.0,-3.0,-133800.0,-1.0,-45150.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,26550.0,576.0,15354200.0,-1.85,0.0,0.0,-110.0,-2945700.0,109.0,2918500.0,1.0,27200.0,1.0,27200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,176400.0,74257.0,13192452950.0,-2.16,3259387500.0,21.77,8341.0,1470513600.0,-14907.0,-2657496000.0,5388.0,977539900.0,-696.0,-117557950.0,-320.0,-53716550.0,1422.0,255803900.0,0.0,0.0,5414.0,964577850.0,100.0,22870600.0,934.0,165825300.0,244.0,43617200.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4920.0,249374.0,1223229694.0,-0.2,90549280.0,7.4,14970.0,72969422.0,-14700.0,-71547497.0,1195.0,5799275.0,1195.0,5799275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.0,-360580.0,-1394.0,-6860620.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,154900.0,8636.0,1335295300.0,-2.15,37793900.0,2.83,1337.0,205602500.0,-1369.0,-212015700.0,23.0,5021800.0,953.0,148784300.0,-306.0,-47246200.0,-219.0,-33986600.0,0.0,0.0,-405.0,-62529700.0,0.0,0.0,0.0,0.0,9.0,1391400.0,0.0,0.0,0.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",111900.0,60102.0,6725842900.0,-3.2,1094338500.0,14.5,12375.0,1383485950.0,8872.0,980733200.0,-21746.0,-2420435550.0,3606.0,403235600.0,-853.0,-95510950.0,514.0,57412200.0,0.0,0.0,-24667.0,-2746551800.0,-346.0,-39020300.0,493.0,55535000.0,6.0,681400.0,0.0,0.0,0.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2675.0,83921.0,224531801.0,-0.37,205615.0,0.09,-11211.0,-29817172.0,7301.0,19363862.0,48.0,128400.0,48.0,128400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,5342530.0,1862.0,4982380.0,0.0,0.0,0.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,14350.0,192.0,2763800.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,86600.0,5095.0,435801050.0,-1.03,3175700.0,0.73,1025.0,87271150.0,-1052.0,-89582650.0,55.0,4714800.0,55.0,4714800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,-2402900.0,0.0,-400.0,0.0,0.0,0.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",199800.0,44971.0,8945339400.0,-0.84,2973732500.0,29.03,3107.0,615473300.0,1692.0,338125800.0,-4823.0,-958380900.0,-1592.0,-318470500.0,-4129.0,-820652350.0,1499.0,300289250.0,0.0,0.0,-30.0,-6010800.0,-571.0,-113536400.0,-1.0,-195300.0,25.0,4977100.0,0.0,0.0,0.0
097955,CJ제일제당 우,KOSPI,기타/미분류,기타/미분류,129000.0,5748.0,741071450.0,-1.07,29304900.0,3.95,1011.0,130394450.0,-1179.0,-152119550.0,-34.0,-4338900.0,-34.0,-4339000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,22839000.0,25.0,3225000.0,0.0,0.0,0.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4910.0,30504.0,149415810.0,0.2,87422550.0,58.51,-6884.0,-33648940.0,24363.0,119483875.0,-17509.0,-85986670.0,-17509.0,-85986670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,494900.0,-71.0,-343165.0,0.0,0.0,0.0
000590,CS홀딩스,유가,기타 금융업,"브랜드 수익, 자회사 배당",82600.0,932.0,75818200.0,-0.84,329400.0,0.43,-17.0,-1400700.0,17.0,1313000.0,0.0,87700.0,0.0,87700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012030,DB,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1832.0,1603032.0,2973077188.0,0.44,294175531.0,9.89,82778.0,155233517.0,-212375.0,-396196516.0,130122.0,241875102.0,130122.0,241875102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,974381.0,-1079.0,-1886484.0,0.0,0.0,0.0
005830,DB손해보험,유가,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",177300.0,199584.0,35313715800.0,-0.39,3512764950.0,9.57,-2896.0,-519737700.0,-8074.0,-1451118450.0,11380.0,2041456550.0,-10648.0,-1882371600.0,3517.0,625449400.0,-2625.0,-464321400.0,0.0,0.0,20976.0,3732544700.0,90.0,17697950.0,-390.0,-67434400.0,-20.0,-3166000.0,0.0,0.0,0.0
