티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4590.0,209094.0,965488469.0,-0.11,3326950.0,0.34,-70245.0,-324453053.0,69072.0,318793730.0,-39.0,-90113.0,-647.0,-2969730.0,-1428.0,-6616488.0,-967.0,-4480580.0,0.0,0.0,3028.0,14091435.0,-25.0,-114750.0,1190.0,5647246.0,22.0,102190.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8470.0,16225.0,138089020.0,-1.63,3440530.0,2.49,-1294.0,-11072880.0,-2070.0,-17594895.0,-228.0,-1904025.0,-206.0,-1717300.0,-3.0,-25535.0,-11.0,-93430.0,0.0,0.0,0.0,0.0,-8.0,-67760.0,3600.0,30640000.0,-8.0,-68200.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,3855.0,74838.0,288128445.0,-0.13,1476460.0,0.51,11588.0,44720293.0,-12770.0,-49233488.0,1438.0,5493515.0,-2598.0,-10042785.0,-131.0,-504950.0,3705.0,14257660.0,515.0,1987905.0,0.0,0.0,-53.0,-204315.0,-256.0,-980320.0,0.0,0.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,103800.0,33048.0,3437640750.0,-0.38,251154200.0,6.6,11588.0,1203529750.0,603.0,62890400.0,-12441.0,-1292427350.0,-102.0,-9691250.0,-3290.0,-341572200.0,-1718.0,-178807100.0,0.0,0.0,-6841.0,-711337350.0,-479.0,-49876550.0,57.0,5916500.0,193.0,20090700.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,15630.0,555412.0,8690451435.0,-0.64,224617570.0,2.36,75586.0,1167638110.0,132723.0,2084010595.0,-207738.0,-3242593365.0,-34424.0,-534866925.0,-72121.0,-1125667750.0,-32005.0,-499421355.0,-5.0,-78150.0,-34159.0,-535398720.0,-34726.0,-542507855.0,-951.0,-15007480.0,380.0,5952140.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",41000.0,6526.0,267089050.0,-1.09,2822100.0,0.94,-1773.0,-73041900.0,-1639.0,-66954050.0,3447.0,141418500.0,2990.0,122497150.0,-6.0,-245550.0,1.0,41000.0,0.0,0.0,-336.0,-13679150.0,798.0,32805050.0,-35.0,-1422550.0,0.0,0.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,24300.0,268.0,6542550.0,-0.82,759350.0,11.61,32.0,783500.0,-34.0,-832750.0,2.0,49250.0,2.0,49250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,174800.0,105365.0,18261874050.0,0.87,467255000.0,1.98,-6012.0,-1076907600.0,28366.0,4944624000.0,-22216.0,-3845416700.0,3424.0,596612550.0,-4941.0,-859558650.0,-19247.0,-3335611300.0,0.0,0.0,443.0,75852300.0,-1571.0,-266226000.0,-81.0,-12393000.0,-57.0,-9906700.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5810.0,419008.0,2435037090.0,-0.17,140469930.0,5.77,48942.0,282851620.0,-48787.0,-282065690.0,282.0,1762820.0,-58.0,-367900.0,-287.0,-1667860.0,7975.0,46334750.0,0.0,0.0,2390.0,13915880.0,-9738.0,-56452050.0,-450.0,-2623500.0,13.0,74750.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,154100.0,6927.0,1061186050.0,0.52,19325700.0,1.82,-2339.0,-361444650.0,805.0,123967750.0,1521.0,235486200.0,1800.0,278078300.0,-39.0,-5982500.0,-185.0,-28156000.0,0.0,0.0,0.0,0.0,-55.0,-8453600.0,13.0,1990700.0,0.0,0.0,0.0,0.0,0.0
