티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4630.0,346979.0,1612648251.0,-2.32,2890965.0,0.18,-2103.0,-8034833.0,16597.0,76068348.0,-25477.0,-118837350.0,-194.0,-912365.0,0.0,0.0,-374.0,-1742265.0,0.0,0.0,-24909.0,-116182720.0,0.0,0.0,8610.0,39795695.0,2373.0,11008140.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7690.0,23056.0,177947730.0,-2.78,10739010.0,6.03,3842.0,29706180.0,-3771.0,-29116950.0,-18.0,-124560.0,-9.0,-55230.0,0.0,0.0,-9.0,-69330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.0,-464670.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4780.0,223977.0,1080896673.0,-2.94,43040210.0,3.98,-38499.0,-185085522.0,8004.0,38139956.0,-13794.0,-66653199.0,-240.0,-1334420.0,0.0,0.0,-3136.0,-15107427.0,-3196.0,-15439975.0,0.0,0.0,-7222.0,-34771377.0,46667.0,225031460.0,-2378.0,-11432695.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,132600.0,80000.0,10519091700.0,-0.08,1382804200.0,11.86,-21096.0,-2786988850.0,22432.0,2959958750.0,-1564.0,-202771600.0,-1850.0,-244605350.0,-1061.0,-139294050.0,2604.0,345045400.0,0.0,0.0,-1477.0,-193001550.0,220.0,29083950.0,196.0,25383000.0,32.0,4418700.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,17480.0,1239314.0,21721357865.0,-0.91,2227757360.0,9.22,-58426.0,-1025374860.0,48629.0,853975770.0,42092.0,744666890.0,47717.0,838520260.0,-7313.0,-128046695.0,-35932.0,-627751190.0,46813.0,816846415.0,-27984.0,-483010775.0,18791.0,328108815.0,-34724.0,-616202885.0,2429.0,42935085.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",46000.0,12660.0,576385200.0,-1.08,0.0,0.0,-2188.0,-99627700.0,-2088.0,-98047500.0,4405.0,203594300.0,19.0,1234250.0,0.0,0.0,-3.0,-138600.0,0.0,0.0,0.0,0.0,4389.0,202498650.0,-87.0,-3989450.0,-42.0,-1929650.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,31950.0,3003.0,94868550.0,-1.69,1585500.0,1.67,-164.0,-5145500.0,-213.0,-6819950.0,20.0,626650.0,20.0,626650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,10622300.0,23.0,716500.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,208000.0,293328.0,60228773600.0,-4.81,4918177450.0,6.74,18775.0,3702297000.0,-4238.0,-748147350.0,-13146.0,-2670287550.0,-29192.0,-6046222250.0,572.0,127164500.0,2991.0,652024600.0,-3.0,-618000.0,-14394.0,-2979216450.0,22441.0,4655764650.0,208.0,41298000.0,-1599.0,-325160100.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5040.0,1277936.0,6428992705.0,3.7,293979817.0,4.57,-434192.0,-2186669015.0,296433.0,1488575053.0,87061.0,439017442.0,1183.0,6370990.0,0.0,0.0,5351.0,26916420.0,0.0,0.0,60305.0,302950849.0,20222.0,102779183.0,6366.0,32680800.0,44332.0,226395720.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,180800.0,13753.0,2462225400.0,-4.54,23077300.0,0.94,1938.0,344523100.0,-1158.0,-209539250.0,-799.0,-138373850.0,-1128.0,-197014350.0,0.0,0.0,385.0,68663300.0,0.0,0.0,-292.0,-52138600.0,236.0,42118000.0,22.0,3932600.0,-3.0,-542600.0,0.0,0.0,0.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",95700.0,106422.0,10167019800.0,-1.54,1636834750.0,12.63,11302.0,1077911950.0,-1980.0,-198245400.0,-8531.0,-806546650.0,-5642.0,-541162250.0,-1338.0,-127336300.0,852.0,81983600.0,-2.0,-191100.0,1892.0,187628600.0,-4295.0,-407664450.0,-1244.0,-116251700.0,453.0,43131800.0,0.0,0.0,0.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2550.0,296600.0,754135787.0,-1.35,18489995.0,2.45,103642.0,263450475.0,-103847.0,-263965545.0,-26.0,-66300.0,-26.0,-66300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,127250.0,181.0,454120.0,0.0,0.0,0.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,13170.0,287.0,3764240.0,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,85700.0,9037.0,774799600.0,-3.6,0.0,0.0,3407.0,292403600.0,-2273.0,-195845100.0,-1148.0,-97759400.0,-6.0,-496500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1142.0,-97262900.0,2.0,172200.0,12.0,1028700.0,0.0,0.0,0.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",212500.0,127251.0,27201802000.0,-5.76,2671493000.0,6.63,44957.0,9623893500.0,-19039.0,-4109573500.0,-26131.0,-5559575000.0,-6827.0,-1459615000.0,-2037.0,-432790250.0,-66.0,-13890250.0,0.0,0.0,-17326.0,-3680063250.0,291.0,61970250.0,192.0,40410500.0,21.0,4844500.0,0.0,0.0,0.0
097955,CJ제일제당 우,KOSPI,기타/미분류,기타/미분류,132600.0,9483.0,1261049600.0,-1.41,43957700.0,3.49,-305.0,-39996600.0,1443.0,190680400.0,-989.0,-130972900.0,16.0,2259500.0,0.0,0.0,0.0,0.0,0.0,0.0,-1005.0,-133232400.0,0.0,0.0,1.0,132400.0,-150.0,-19843300.0,0.0,0.0,0.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4820.0,62664.0,303437300.0,-2.13,6859095.0,2.26,32761.0,158714727.0,-20692.0,-100406345.0,-13017.0,-62873742.0,-967.0,-4672590.0,0.0,0.0,-1941.0,-9377212.0,0.0,0.0,-10100.0,-48780560.0,-9.0,-43380.0,101.0,494900.0,847.0,4070460.0,0.0,0.0,0.0
000590,CS홀딩스,유가,기타 금융업,"브랜드 수익, 자회사 배당",75900.0,749.0,56797000.0,-2.44,227700.0,0.4,-26.0,-1944800.0,37.0,2792400.0,-29.0,-2205600.0,-29.0,-2205600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1358000.0,0.0,0.0,0.0
012030,DB,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",2255.0,14738892.0,33865932717.0,3.68,667819150.0,1.97,443827.0,1043220149.0,-147058.0,-363700146.0,155631.0,350704152.0,5394.0,13149595.0,0.0,0.0,79583.0,178752285.0,0.0,0.0,68859.0,154454497.0,1795.0,4347775.0,-475512.0,-1090030000.0,23112.0,59805845.0,0.0,0.0,0.0
005830,DB손해보험,유가,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",161500.0,277919.0,44865618750.0,-0.43,6647803700.0,13.84,-9572.0,-1587897900.0,84639.0,13664672800.0,-74999.0,-12066237600.0,-27812.0,-4483441050.0,-3456.0,-556074000.0,-4184.0,-669509100.0,-10008.0,-1612278050.0,-31047.0,-4987661350.0,1443.0,232171750.0,-181.0,-29099500.0,113.0,18562200.0,0.0,0.0,0.0
