날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액
2025-08-05,11337.63,11455.64,11309.02,11331.22,34845574,507170019232,66714390247136
2025-08-06,11270.5,11396.4,11089.71,11385.69,16681352,455523830835,67106394892085
2025-08-07,11400.95,11410.03,11230.14,11268.96,38113940,879666237427,66738336349454
2025-08-08,11267.19,11354.32,11203.84,11291.31,41473889,723331478189,66868998110700
2025-08-11,11264.96,11284.41,11139.61,11228.85,28954227,612053179769,66503414872966
2025-08-12,11286.68,11373.25,11143.8,11143.8,49157920,608599463954,65999116374703
2025-08-13,11273.75,11450.26,11209.32,11445.36,57391567,791134617802,67786805785537
2025-08-14,11477.3,11584.63,11436.92,11546.56,52628803,1326960229322,68883440652919
2025-08-18,11470.61,11500.63,11237.44,11237.44,42663214,730824824005,67048096711979
2025-08-19,11217.32,11225.81,10952.58,10996.48,36811610,802198792116,65612314932429
2025-08-20,10936.04,10936.04,10728.76,10914.84,34397206,662545921357,65123613553642
2025-08-21,11000.53,11112.02,10975.36,10994.23,21600970,476019297021,65595068225981
2025-08-22,11032.01,11151.38,11007.52,11037.77,23637317,432574212991,65776620876640
2025-08-25,11181.39,11250.01,11160.78,11219.03,21960465,547705829474,66814787155281
2025-08-26,11141.53,11367.78,11135.57,11360.87,34283180,709887652712,67633727335363
2025-08-27,11342.43,11458.88,11285.11,11458.88,37987229,677870717750,68227733895745
2025-08-28,11414.56,11490.06,11370.46,11448.9,26101042,469307746283,68193397203151
2025-08-29,11438.32,11531.57,11284.82,11321.08,23779760,439217080520,67555946065543
2025-09-01,11304.4,11328.06,11092.72,11137.08,27535402,548100110567,66483126719013
2025-09-02,11206.52,11354.37,11119.53,11348.89,70661655,467432209235,67765974648308
2025-09-03,11317.37,11359.07,11202.23,11325.16,39579932,542850156949,67626633825285
2025-09-04,11343.51,11560.83,11340.9,11439.79,31827825,543984402921,68362576418684
2025-09-05,11515.54,11662.38,11456.58,11631.53,45988636,914577047216,69511355118458
2025-09-08,11748.21,11766.72,11644.45,11679.12,42547368,972553657926,69797842359664
2025-09-09,11688.54,11752.42,11590.77,11722.04,36137931,662613013339,70051414473082
2025-09-10,11750.29,11792.45,11639.95,11771.93,45610046,833666610254,70347942203789
2025-09-11,11752.4,11917.38,11696.57,11830.88,70254575,862923842899,70717491171900
2025-09-12,11864.42,12034.63,11779.53,11981.26,37252602,868278785611,71614549517336
2025-09-15,11912.36,12051.02,11851.12,12048.79,65459445,1060790557257,72074635167462
2025-09-16,12030.14,12033.5,11892.44,11930.71,35464948,795159789906,71367448594275
2025-09-17,11938.57,11945.28,11763.36,11798.94,38314246,665459981161,70559531458866
2025-09-18,11876.18,11939.77,11740.2,11816.67,29386966,550235084272,70666362419880
2025-09-19,11777.62,11990.73,11777.62,11990.73,35052896,965391919895,71945231516629
2025-09-22,11987.17,12239.15,11871.23,12213.9,59955357,1361418268470,73293179402173
2025-09-23,12218.51,12296.76,12098.62,12235.47,36170477,985015833006,73431916024874
2025-09-24,12177.66,12177.66,11726.59,11848.54,58877128,1243201236244,71103875487990
2025-09-25,11797.81,11823.35,11524.51,11582.66,70735707,977260320283,69504659429183
2025-09-26,11514.53,11523.07,11309.51,11412.23,41420458,1005215964770,68534431478287
2025-09-29,11460.81,11575.49,11398.61,11548.55,38532900,682797163655,69350396686767
2025-09-30,11566.76,11648.22,11553.63,11624.83,84438341,1197981877195,69814243145183
2025-10-01,11626.5,11698.54,11524.59,11553.38,33315238,766636552777,69382222583277
2025-10-02,11602.37,11657.8,11501.39,11554.08,27875867,650742845370,69436081184658
2025-10-10,11516.47,11516.47,11243.86,11403.03,28205940,740312704106,68529884860374
2025-10-13,11259.37,11463.42,11192.22,11324.51,21925939,513196255586,68058643024545
2025-10-14,11328.06,11363.96,11033.63,11115.77,31642165,650020788172,66806844571754
2025-10-15,11180.6,11256.53,11085.92,11223.61,23588318,533911491305,67457624347484
2025-10-16,11342.06,11342.06,11221.32,11279.46,35740031,1159627950068,67802448529642
2025-10-17,11258.02,11354.18,11110.42,11135.08,37531074,796773790683,66933811615720
2025-10-20,11264.22,11553.27,11215.81,11506.3,30344110,827382169394,69171881298800
2025-10-21,11590.4,11651.95,11397.07,11538.22,30866517,865388231322,69365377046453
2025-10-22,11477.73,11564.72,11335.37,11463.76,30245836,1067216656343,68988364392616
2025-10-23,11445.41,11482.6,11348.51,11378.11,21534685,603707508310,68471978096161
2025-10-24,11423.42,11423.42,11284.25,11292.64,29465742,545698367208,67959178092078
2025-10-27,11291.11,11797.19,11267.59,11796.95,68980543,1176416533324,71063063906604
2025-10-28,11817.09,11928.52,11779.75,11877.31,68555275,767451102512,71550182070145
2025-10-29,11942.49,11942.49,11684.14,11757.93,60563849,775924733727,70833293136714
2025-10-30,11799.57,11909.77,11630.17,11715.81,104747541,707284471540,70587582190838
2025-10-31,11793.37,11959.87,11749.83,11906.42,57390920,949365033682,71742407060873
2025-11-03,11916.87,11946.68,11755.81,11871.01,46407650,872407234342,71534651581588
2025-11-04,11797.21,12469.54,11780.09,12247.93,94614902,1688391300064,73806418852886
2025-11-05,12396.96,12396.96,11734.55,12018.8,108868057,1262275135630,71757219855991
2025-11-06,12088.73,12152.7,11759.63,11806.45,91874288,901612804446,70510862408800
2025-11-07,11605.4,11809.9,11463.72,11695.43,77393100,904480452260,69789305072083
2025-11-10,11785.4,11832.67,11673.01,11805.97,39524820,837854669320,70371524902426
2025-11-11,11809.33,11921.69,11572.46,11618.94,91410340,1372501311849,69082538966065
2025-11-12,11802.53,12297.73,11762.23,12274.1,87764298,1442187469450,73032038075224
2025-11-13,12295.72,12980.38,12276.84,12861.0,95912881,2632323823062,76560165249979
2025-11-14,12671.13,13104.03,12657.73,12866.64,127892986,2361799991229,76578836063171
2025-11-17,12913.72,13167.47,12847.69,13094.99,83251632,1621478553547,77925122326642
2025-11-18,13054.51,13062.42,12708.96,12780.9,81911059,1350445609533,76042844543908
2025-11-19,12793.08,12846.78,12339.42,12717.45,58160143,1361757561312,75705320044788
2025-11-20,12790.68,13333.37,12746.8,13264.34,48096568,1310082814119,79027760199658
2025-11-21,12930.58,13026.36,12824.32,13013.04,71855499,1333042550524,77643478338793
2025-11-24,13137.35,13137.35,12480.3,12547.03,49856280,1175066987276,74894595637864
2025-11-25,12625.23,12812.64,12444.44,12531.22,48564664,1393720187429,75666358527779
2025-11-26,12619.03,12824.62,12502.68,12794.1,46194411,1182957132645,77251856954699
2025-11-27,12808.94,12901.65,12720.63,12755.42,41025287,919687960036,77018603980783
2025-11-28,12899.7,13659.37,12846.65,13561.4,61644225,2019090530607,81880820002270
2025-12-01,13555.81,13784.22,13386.06,13537.28,54804891,1587659599720,81735962661183
2025-12-02,13410.82,13606.69,13136.62,13605.56,51945642,1563338628397,82149639412082
2025-12-03,13592.95,13623.3,13405.17,13503.99,42948428,1155116587024,81546461032256
2025-12-04,13491.8,13638.47,13310.83,13487.37,42405118,1186521518152,81457999285528
2025-12-05,13581.69,13666.37,13123.33,13304.78,40634328,1478305995047,80365904575742
2025-12-08,13299.81,13304.47,12972.93,13042.19,42287553,1119979503059,78781553594604
2025-12-09,13127.2,13275.45,13032.43,13214.02,36470308,1007456718837,79820322821240
2025-12-10,13201.25,13550.66,13157.44,13504.39,48246521,1124657676793,81572361648890
2025-12-11,13578.04,13674.54,13420.94,13479.85,45195444,999989996458,81425283444057
2025-12-12,13521.53,13579.27,13295.59,13343.48,64672450,1352645016461,80814417965266
2025-12-15,13246.75,13403.91,13161.64,13323.93,48106755,893209239091,80697622676846
2025-12-16,13394.56,13394.56,13135.5,13151.24,87170829,1659038983040,79657413062549
2025-12-17,13206.37,13290.77,12906.66,12936.9,156741788,2008777726359,78387237094761
2025-12-18,12810.1,12934.99,12747.28,12830.73,67670308,1105607863226,77747694506338
2025-12-19,12921.34,13234.64,12802.65,13062.86,135919824,1626458637512,79153252497722
2025-12-22,13155.79,13155.79,12869.69,12914.81,62732892,992660606010,78257639282256
2025-12-23,13002.39,13002.95,12765.2,12780.59,41628341,848501076898,77448476672901
2025-12-24,12791.65,12791.65,12630.59,12681.62,59689081,865047009225,76860134350685
2025-12-26,12749.52,12802.58,12576.17,12759.19,90442967,1181686549613,77330361006058
2025-12-29,12934.1,13131.49,12825.3,13131.49,48507604,896151806111,79565808174730
2025-12-30,13098.54,13220.0,13022.11,13189.57,70727937,877623542787,79921386620331
2026-01-02,13352.2,13515.75,13204.34,13288.62,66564737,992539195289,80521697366182
2026-01-05,13222.32,13619.99,13069.98,13617.11,108900847,1209850572520,82510336051974
2026-01-06,13602.47,13683.39,13403.85,13495.87,74728568,956068418329,81775410351393
2026-01-07,13452.71,13585.25,13256.5,13549.37,63008657,976277515329,82110160932213
2026-01-08,13735.48,13855.83,13538.17,13709.43,81379061,1661033024528,83117579831087
2026-01-09,13657.88,13727.46,13491.67,13713.24,54778465,982821995892,83146967858180
2026-01-12,13648.5,13786.74,13471.8,13595.38,58165862,1041822515520,82437172643165
2026-01-13,13565.68,13565.68,13220.87,13260.69,41946574,932146211510,80407874418700
2026-01-14,13327.96,13328.81,12999.11,13089.57,31843439,887367107869,79373268379913
2026-01-15,13154.94,13194.77,13046.65,13127.79,55747930,825613284351,79648993395849
2026-01-16,12988.33,13380.57,12850.48,13314.25,103091133,1831000013965,80827033982021
2026-01-19,13251.94,13414.16,13198.22,13279.86,63255434,888260055680,80618010905796
2026-01-20,13268.72,13682.63,13238.89,13403.75,90218585,1177586237298,81380006011281
2026-01-21,13189.65,13206.88,12522.13,12774.99,60150032,1602542899083,77590378697043
2026-01-22,12888.4,13496.5,12721.28,13316.36,53566293,1581790873525,80879385529448
2026-01-23,13372.39,14286.18,13372.39,14279.13,57435749,1969332897700,86725644961143
2026-01-26,14548.82,15615.5,14548.82,15614.81,79716268,2789619809250,94835383313627
2026-01-27,15450.72,16010.26,15450.72,15912.92,64677471,1932831025779,96634278637259
2026-01-28,15997.4,16519.77,15980.41,16373.73,58609566,2111528661531,99435584402230
2026-01-29,16574.15,16891.31,16077.75,16870.31,56968032,2174209997074,102450926974318
2026-01-30,16958.33,16978.87,15984.62,15985.36,60424273,3031379756982,97129941979075
2026-02-02,15680.32,16008.51,15241.66,15289.16,51205568,1582630336511,92905212476371
2026-02-03,15852.95,16038.7,15579.79,16002.76,49582815,1444955430221,97257168825151
2026-02-04,15948.82,16315.93,15847.75,15968.15,44092451,1220473679247,97044545331636
2026-02-05,16028.7,16140.84,15222.64,15241.73,66937035,1472535423874,92644315263223
2026-02-06,14748.28,15010.2,14503.28,14779.15,75927822,1126822062053,89850008366716
2026-02-09,15087.96,15506.4,15025.23,15396.82,41907910,924168761818,93549074875532
2026-02-10,15352.47,15663.67,15154.72,15315.4,44746358,880015019521,93120517587851
2026-02-11,15446.05,15644.86,15291.59,15393.69,50654387,965249706205,93612467998931
2026-02-12,15365.17,15620.96,15198.34,15430.73,43386623,923400202803,93838454684296
2026-02-13,15318.02,15394.29,15151.05,15309.84,40437748,736939015988,93265250111544
2026-02-19,15554.95,16641.1,15421.96,16572.57,57763648,1371607308646,100985706380612
2026-02-20,16536.26,16631.25,16342.26,16401.37,47608200,779794997391,99944970315794
2026-02-23,16504.91,16643.69,16203.1,16339.92,61892401,1244788323197,99576267475069
2026-02-24,16600.57,16636.39,16185.6,16270.62,64700597,989480563628,99163802655421
2026-02-25,16288.25,16329.46,16028.16,16069.81,82928187,1242750778241,97937055350328
2026-02-26,16078.76,16873.18,15785.54,16808.42,122049708,1659945905278,102453348971613
2026-02-27,16714.71,17260.4,16680.65,17123.23,84639374,1644833881816,104371810003690
2026-03-03,16770.45,17407.65,16373.51,16373.51,110538483,1833243648629,99806093975790
2026-03-04,16001.49,16001.49,13999.49,14017.72,90829253,1586862057375,85456969125861
2026-03-05,14663.1,16574.69,14663.1,15950.37,56683513,1373742726097,97243313407905
2026-03-06,15948.04,16494.27,15503.07,16290.99,42736279,1082209201118,99324480113241
2026-03-09,15406.18,16006.64,15285.59,15961.69,41576150,1078271127159,97322287835845
2026-03-10,16550.69,16595.63,15982.25,16255.19,41335902,1228961019032,99108687456283
2026-03-11,16485.65,16685.6,15966.89,16168.22,44133337,1083690772759,98704560361185
2026-03-12,16071.67,16375.85,16011.0,16287.65,40514107,951183000768,99433863742360
2026-03-13,15942.69,16641.24,15894.61,16437.02,62321882,1061815735666,100353802154539
2026-03-16,16578.37,16578.37,16000.89,16154.18,64948651,1521324720307,98631171408780
2026-03-17,16329.12,16562.09,16099.66,16130.64,95578799,1228586448650,98496654250744
2026-03-18,16322.35,16828.03,16244.26,16705.0,62643582,1128061170771,102012004928961
2026-03-19,16353.82,16557.07,16343.64,16384.84,38063267,905726286695,100099354251097
2026-03-20,16560.14,17239.07,16370.93,17070.94,43950590,1458619659213,104283153329082
2026-03-23,16770.21,16770.21,16336.04,16411.36,36813420,1040812655790,100259013714595
2026-03-24,16968.66,17118.07,16290.07,16503.18,32826506,883591923796,100818240118445
2026-03-25,16607.58,17365.19,16543.22,17324.88,36969783,1106472006558,105818326499864
2026-03-26,17542.76,17846.31,17244.1,17368.99,43556663,1159977086732,106088671223903
2026-03-27,17338.58,17420.86,16898.91,17420.86,48317381,846049411477,106407211242856
2026-03-30,16928.2,17408.74,16765.16,17196.7,71765588,1142788473205,105061599438024
2026-03-31,16889.05,16889.05,15342.95,15399.1,51740231,1738434747510,94081795367565
2026-04-01,15577.18,15939.14,15490.28,15788.81,46237901,1508650162602,96459344193166
2026-04-02,16078.9,16100.75,14142.18,14570.54,39176634,1629593623161,89021513291323
2026-04-03,14884.61,14915.19,14401.66,14650.58,30161223,855604942228,89523280465058
2026-04-06,14803.72,14830.87,14053.68,14118.43,49102131,952078444910,86272765477964
2026-04-07,14275.84,14287.12,13590.66,13687.06,41697741,1030952907529,83638151244080
2026-04-08,14235.77,14287.82,13700.45,13912.65,35479645,1292678639192,85023689254204
2026-04-09,13931.97,14219.95,13774.14,13909.06,34166176,830397271285,85003400328439
2026-04-10,14015.38,14179.62,13782.12,14054.07,36839641,705659790996,85891273201665
2026-04-13,13819.31,14294.4,13733.8,14250.81,43671852,669480308077,87093603382064
2026-04-14,14497.05,14585.74,14411.5,14467.47,48976641,668516648212,88416044358962
2026-04-15,14636.58,15204.95,14593.18,15080.7,38353003,986719028853,92161013498461
2026-04-16,15129.86,15182.97,14791.84,14823.28,39913010,826852667447,90587985474410
2026-04-17,14887.74,14950.27,14662.3,14760.73,68576799,868445586627,90248003681674
2026-04-20,14759.53,14845.9,14605.3,14618.46,53643695,702303433642,89379111420351
2026-04-21,14711.8,14720.77,14239.82,14286.24,38942073,750703368061,87349961245648
2026-04-22,14191.59,14202.42,13687.55,13913.78,32641483,989748391982,85079310071833
2026-04-23,13952.21,14161.03,13773.92,14026.54,25860983,731499083761,85795614380252
2026-04-24,13954.5,14423.94,13910.17,14391.65,20653640,741545739937,88035370837082
2026-04-27,14551.6,14986.89,14541.82,14903.39,24284481,818622416978,91163778016764
2026-04-28,14813.66,14813.66,14215.53,14411.03,21971571,912107160860,88155411823456
2026-04-29,14472.27,14610.72,14332.98,14452.33,22056324,527753074410,88409851862261
2026-04-30,14347.08,14376.43,13910.97,13953.16,35599892,737882027719,85369085990176
2026-05-04,14119.19,14286.69,13932.09,13971.23,24425866,581476623613,85353903490288
2026-05-06,13915.98,13915.98,13620.73,13712.84,37659193,689261707680,83777569219900
2026-05-07,13642.35,13906.58,13445.38,13488.09,31894949,661457931916,82409076691915
2026-05-08,13637.39,13784.71,13486.74,13608.76,65932228,899524730509,83143682874641
2026-05-11,13563.61,13618.7,13344.89,13503.9,50611726,902861314934,82503837170241
2026-05-12,13467.63,13834.26,13084.95,13532.6,73540488,1162639303516,82680225860768
2026-05-13,13778.94,13799.62,12990.28,13061.48,64037210,886678561703,79808227068619
2026-05-14,13065.58,13361.43,12995.4,13320.07,63353775,846005163414,81386610422203
2026-05-15,13305.6,13305.6,12574.76,12840.17,39242505,752363369492,78602962910659
2026-05-18,12633.96,12633.96,11899.17,12151.76,31703340,610844552227,74394924926706
2026-05-19,12220.93,12495.26,11819.57,12197.39,53291573,722058514930,74673935686003
2026-05-20,12115.48,12115.48,11624.91,11819.31,68839117,774643094405,72362134470777
2026-05-21,12039.3,12289.77,11773.86,11809.69,57431901,707001760647,72358277659308
2026-05-22,12009.81,12887.64,12009.81,12561.59,44980525,668590353350,76961559783777
2026-05-26,12851.27,13151.83,12627.67,12645.58,34495254,557942121310,77477304522219
2026-05-27,12517.79,13048.53,12366.12,12654.1,62683477,970685501458,77529402237391
2026-05-28,12652.07,12656.09,12015.53,12467.93,47792205,703963511345,76390467236193
2026-05-29,12496.61,12530.7,12033.77,12217.67,34789901,700322145306,74859015130452
2026-06-01,12158.64,12254.12,11736.01,11958.83,35412691,652348357704,73270783760885
2026-06-02,11730.54,11839.23,11481.35,11643.18,34934510,672333729892,71339604119134
2026-06-04,11694.71,11969.49,11486.65,11759.1,20730762,502815689017,72076634995526
2026-06-05,11858.44,11858.44,11338.13,11356.39,28822442,493446563610,69611383729836
2026-06-08,10857.37,10877.58,10253.98,10320.78,27994012,599406697977,63275815694453
2026-06-09,10466.05,11034.64,10221.93,10770.97,24162674,533028212259,66031923919250
2026-06-10,10684.66,11049.33,10516.33,10739.11,19787947,398895839011,65836859191258
2026-06-11,10583.75,11025.71,10368.79,11025.71,27005723,799968971620,67598954153506
2026-06-12,11232.16,11337.7,10819.25,10853.46,19170182,495357535996,66542046018739
2026-06-15,11052.2,11248.84,10893.7,10970.85,32594983,432631044042,67262944961595
2026-06-16,10959.11,11204.55,10778.26,11023.89,67517546,603270978214,67587784316535
2026-06-17,11140.83,11807.97,10853.52,11524.65,83175398,804047181345,70653864311142
2026-06-18,11422.91,11494.44,10944.38,10944.38,81027439,558866035479,67100786152829
2026-06-19,10921.99,10990.73,10434.28,10620.81,102750164,725020777794,65119747477932
2026-06-22,10538.04,10676.75,10260.65,10558.84,93588507,709093099325,64753256638728
2026-06-23,10463.84,10710.64,10008.17,10042.15,105832894,778772299750,61603322944324
2026-06-24,10157.5,10731.06,9977.77,10592.38,92213588,663284575299,64973803419839
2026-06-25,10565.29,10830.21,10260.71,10260.91,70639886,598632251011,62943333921673
2026-06-26,10199.96,10203.2,9683.51,9798.83,56518871,595810227709,60112885641405
2026-06-29,9935.36,10898.0,9935.36,10895.46,37145512,686158223974,66830696650094
2026-06-30,10796.15,10905.49,10440.74,10486.67,14464959,245085658931,64314229030968
