티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5340.0,360083.0,1884303915.0,0.19,1643330.0,0.09,-51762.0,-267555850.0,27670.0,145899545.0,-19298.0,-102049205.0,42.0,222640.0,-68.0,-358920.0,-5.0,-26450.0,0.0,0.0,-19267.0,-101886475.0,0.0,0.0,42963.0,221442400.0,427.0,2263110.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8110.0,45283.0,368644285.0,2.53,814520.0,0.22,-2643.0,-21108220.0,4190.0,33841730.0,-496.0,-4188630.0,-496.0,-4188630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1211.0,-9846060.0,160.0,1301180.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4150.0,174706.0,722652437.0,0.97,8341770.0,1.15,-39822.0,-164620864.0,40547.0,167664307.0,2215.0,9142657.0,304.0,1253830.0,1223.0,5060929.0,-530.0,-2198295.0,2582.0,10673397.0,-1362.0,-5638980.0,-2.0,-8224.0,-3000.0,-12435000.0,60.0,248900.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,126200.0,80935.0,10178185800.0,2.35,853510400.0,7.17,-11569.0,-1455267700.0,-2490.0,-316826600.0,16108.0,2027989550.0,2206.0,279041500.0,571.0,72329750.0,362.0,45667300.0,270.0,34159600.0,11262.0,1415589300.0,1417.0,178671700.0,-2049.0,-255895250.0,0.0,0.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,19700.0,973305.0,19153647280.0,1.29,1916114990.0,9.14,20509.0,405780395.0,-279283.0,-5501644045.0,261550.0,5150512425.0,188776.0,3715616550.0,103.0,2010330.0,17283.0,341303785.0,-751.0,-14846195.0,16860.0,331405765.0,39136.0,772211935.0,-2908.0,-57236885.0,132.0,2588110.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",54100.0,33582.0,1682567550.0,13.66,576500.0,0.03,1073.0,61854800.0,5864.0,285923300.0,-6835.0,-342232400.0,10.0,438200.0,7.0,343450.0,-1000.0,-49929000.0,0.0,0.0,-86.0,-4208500.0,-5766.0,-288876550.0,5.0,-5250.0,-107.0,-5540450.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,26550.0,7057.0,178694700.0,6.84,0.0,0.0,146.0,3732600.0,521.0,13069700.0,-400.0,-10179900.0,-400.0,-10179900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-293.0,-7275550.0,26.0,653150.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,223000.0,177483.0,39480973750.0,5.19,3816663250.0,7.78,-29451.0,-6564974250.0,-24589.0,-5487790250.0,53306.0,11893900000.0,7320.0,1623441750.0,6545.0,1461159500.0,15821.0,3531291500.0,117.0,26397500.0,1690.0,389617250.0,21812.0,4861771000.0,628.0,135098500.0,106.0,23766000.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",6090.0,733359.0,4459739085.0,0.83,72507215.0,1.63,-375942.0,-2289002845.0,380119.0,2314533015.0,-5686.0,-34700150.0,-5684.0,-34688100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-12050.0,1006.0,6078020.0,503.0,3091960.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,182700.0,20344.0,3726491900.0,3.22,18321700.0,0.49,-9196.0,-1686467600.0,-534.0,-99015200.0,9730.0,1785479600.0,7762.0,1425853900.0,-5.0,-919400.0,-18.0,-3297200.0,0.0,0.0,0.0,0.0,1991.0,363842300.0,0.0,0.0,0.0,3200.0,0.0,0.0,0.0
