티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,441679100,185083784310.0,0.24,KOSPI
006840,0,13247561,0,85579244060.0,0.0,KOSPI
027410,79729,95716791,301774265,362288053935.0,0.08,KOSPI
282330,20101,17283906,2508604800,2157031468800.0,0.12,KOSPI
138930,289374,310327033,4329035040,4642492413680.0,0.09,KOSPI
001460,6211,6246150,192851550,193942957500.0,0.1,KOSPI
001465,0,2153850,0,46092390000.0,0.0,KOSPI
001040,411851,29176998,51234264400,3629618551200.0,1.41,KOSPI
079160,2845689,165582510,13573936530,789828572700.0,1.72,KOSPI
00104K,0,4226512,0,522819534400.0,0.0,KOSPI
000120,37461,22812344,2648492700,1612832720800.0,0.16,KOSPI
011150,284580,35930773,529318800,66831237780.0,0.79,KOSPI
011155,0,200000,0,1004000000.0,0.0,KOSPI
001045,0,2260223,0,146236428100.0,0.0,KOSPI
097950,43739,15054186,8336653400,2869327851600.0,0.29,KOSPI
097955,878,1327433,107818400,163008772400.0,0.07,KOSPI
000480,0,46890490,0,213820634400.0,0.0,KOSPI
000590,0,1154482,0,70423402000.0,0.0,KOSPI
012030,731450,201173933,958930950,263739026163.0,0.36,KOSPI
005830,6578,65500349,1017616600,10132903990300.0,0.01,KOSPI
016610,0,42446389,0,336175400880.0,0.0,KOSPI
000990,264858,43504588,19837864200,3258493641200.0,0.61,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,412717,20715621,9430583450,473351939850.0,1.99,KOSPI
015590,541981,53396308,860665828,84793337104.0,1.02,KOSPI
000210,16316,20955884,671403400,862334626600.0,0.08,KOSPI
000215,0,1686115,0,33705438850.0,0.0,KOSPI
375500,589157,38693623,30871826800,2027545845200.0,1.52,KOSPI
37550L,0,2111951,0,71806334000.0,0.0,KOSPI
37550K,0,2113885,0,43546031000.0,0.0,KOSPI
007340,279697,58510865,9859319250,2062507991250.0,0.48,KOSPI
004840,0,19272364,0,80847566980.0,0.0,KOSPI
155660,0,16000000,0,68720000000.0,0.0,KOSPI
069730,0,14400000,0,75888000000.0,0.0,KOSPI
017860,210010,17759139,2163103000,182919131700.0,1.18,KOSPI
092780,0,13168460,0,38188534000.0,0.0,KOSPI
017940,0,6860000,0,572810000000.0,0.0,KOSPI
365550,3833348,246089000,12630881660,810863255000.0,1.56,KOSPI
383220,83860,38307075,6507536000,2972629020000.0,0.22,KOSPI
007700,12683,39114367,169064390,521394512110.0,0.03,KOSPI
114090,116372,61855670,1076441000,572164947500.0,0.19,KOSPI
078930,26708,92895495,2246142800,7812511129500.0,0.03,KOSPI
006360,3624856,85581490,80471803200,1899909078000.0,4.24,KOSPI
001250,203872,82533764,482157280,195192351860.0,0.25,KOSPI
007070,118439,83607415,2907677450,2052562038250.0,0.14,KOSPI
078935,0,1779676,0,97526244800.0,0.0,KOSPI
499790,39759,19830841,1383613200,690113266800.0,0.2,KOSPI
012630,23898,59741721,437333400,1093273494300.0,0.04,KOSPI
039570,0,25957601,0,192864975430.0,0.0,KOSPI
089470,0,31900000,0,110214500000.0,0.0,KOSPI
267270,0,47921897,0,5669160415100.0,0.0,KOSPI
009540,223465,70773116,74860775000,23708993860000.0,0.32,KOSPI
267250,0,78993085,0,14827002054500.0,0.0,KOSPI
443060,177814,44833460,32219896800,8123822952000.0,0.4,KOSPI
071970,0,33921495,0,1626535685250.0,0.0,KOSPI
322000,138342,11200000,13765029000,1114400000000.0,1.24,KOSPI
267260,61858,36047135,36248788000,21123621110000.0,0.17,KOSPI
329180,1918460,104961225,832611640000,45553171650000.0,1.83,KOSPI
097230,1184490,90295344,16203823200,1235240305920.0,1.31,KOSPI
014790,0,37858601,0,84046094220.0,0.0,KOSPI
003580,0,50663505,0,59276300850.0,0.0,KOSPI
204320,414799,46957120,16218640900,1836023392000.0,0.88,KOSPI
060980,12014,9078847,433104700,327292434350.0,0.13,KOSPI
011200,8345075,943237970,168987768750,19100568892500.0,0.88,KOSPI
035000,0,16207644,0,102108157200.0,0.0,KOSPI
002460,0,10150000,0,108808000000.0,0.0,KOSPI
487570,22982,3725927,899745300,145870042050.0,0.62,KOSPI
298050,124329,4479948,17679583800,637048605600.0,2.78,KOSPI
015360,28518,27250000,386989260,369782500000.0,0.1,KOSPI
294870,13041,65907330,248039820,1253557416600.0,0.02,KOSPI
175330,1125634,186521824,29547892500,4896197880000.0,0.6,KOSPI
234080,55097,15834554,596149540,171329874280.0,0.35,KOSPI
001060,15625,23285930,343750000,512290460000.0,0.07,KOSPI
001067,0,209973,0,9154822800.0,0.0,KOSPI
001065,0,341951,0,7163873450.0,0.0,KOSPI
096760,0,73924942,0,265390541780.0,0.0,KOSPI
008970,791397,103766907,777151854,101899102674.0,0.76,KOSPI
105560,54960,354687734,8799096000,56785506213400.0,0.02,KOSPI
415640,0,122545548,0,1290404620440.0,0.0,KOSPI
432320,91439,150764285,123716967,203984077605.0,0.06,KOSPI
002380,0,8592896,0,3028995840000.0,0.0,KOSPI
344820,32035,15970512,685549000,341768956800.0,0.2,KOSPI
009070,125212,30000000,437615940,104850000000.0,0.42,KOSPI
009440,0,23239141,0,17568790596.0,0.0,KOSPI
119650,0,109785309,0,100782913662.0,0.0,KOSPI
092220,503043,40152628,1131846750,90343413000.0,1.25,KOSPI
003620,777071,202374912,2039811375,531234144000.0,0.38,KOSPI
016380,393259,100008897,1962362410,499044396030.0,0.39,KOSPI
001390,182583,67233030,698379975,257166339750.0,0.27,KOSPI
001940,17976,14176380,464679600,366459423000.0,0.13,KOSPI
025000,0,4378709,0,213024192850.0,0.0,KOSPI
092230,0,4224646,0,349378224200.0,0.0,KOSPI
000040,0,17275036,0,19244390104.0,0.0,KOSPI
044450,115750,23085880,1112357500,221855306800.0,0.5,KOSPI
030200,1207452,252021685,64960917600,13558766653000.0,0.48,KOSPI
033780,0,103810456,0,18955789265600.0,0.0,KOSPI
058850,122986,41404450,260115390,87570411750.0,0.3,KOSPI
058860,0,34802000,0,83698810000.0,0.0,KOSPI
093050,8835,29240000,191277750,633046000000.0,0.03,KOSPI
003550,1914798,151192004,176544375600,13939902768800.0,1.27,KOSPI
034220,29216581,500000000,250386099170,4285000000000.0,5.84,KOSPI
051900,65352,14975523,17187576000,3938562549000.0,0.44,KOSPI
051905,0,2096259,0,207110389200.0,0.0,KOSPI
064400,318205,96885948,18869556500,5745336716400.0,0.33,KOSPI
373220,3577723,234000000,1075105761500,70317000000000.0,1.53,KOSPI
003555,0,3011199,0,186092098200.0,0.0,KOSPI
