티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,468136650,196170710265.0,0.24,KOSPI
006840,0,13247561,0,76438426970.0,0.0,KOSPI
027410,144847,95716791,574318355,379517076315.0,0.15,KOSPI
282330,81047,17283906,10228131400,2181228937200.0,0.47,KOSPI
138930,57285,310327033,1058053950,5731740299510.0,0.02,KOSPI
001460,6211,6246150,218316650,219552172500.0,0.1,KOSPI
001465,0,2153850,0,51046245000.0,0.0,KOSPI
001040,489582,29176998,75199795200,4481586892800.0,1.68,KOSPI
079160,2798108,165582471,12885287340,762507278955.0,1.69,KOSPI
00104K,887,4226512,131098600,624678473600.0,0.02,KOSPI
000120,45429,22812344,3484404300,1749706784800.0,0.2,KOSPI
011150,378586,35930773,762850790,72400507595.0,1.05,KOSPI
011155,0,200000,0,1634000000.0,0.0,KOSPI
001045,0,2260223,0,150530851800.0,0.0,KOSPI
097950,36677,15054186,7353738500,3018364293000.0,0.24,KOSPI
097955,0,1327433,0,160752136300.0,0.0,KOSPI
000480,0,46890490,0,233749092650.0,0.0,KOSPI
000590,0,1154482,0,81275532800.0,0.0,KOSPI
012030,1909170,201173933,2928666780,308600813222.0,0.95,KOSPI
005830,6578,65500349,987357800,9831602384900.0,0.01,KOSPI
016610,14026,42446389,136753500,413852292750.0,0.03,KOSPI
000990,374210,43504588,41836678000,4863812938400.0,0.86,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,316260,20715621,7353045000,481638188250.0,1.53,KOSPI
015590,539420,53396308,1130084900,111865265260.0,1.01,KOSPI
000210,12573,20955884,568928250,948253751000.0,0.06,KOSPI
000215,0,1686115,0,35914249500.0,0.0,KOSPI
375500,929373,38693623,60037495800,2499608045800.0,2.4,KOSPI
37550L,0,2111951,0,92186661150.0,0.0,KOSPI
37550K,0,2113885,0,46928247000.0,0.0,KOSPI
007340,320039,58510865,11713427400,2141497659000.0,0.55,KOSPI
004840,0,19272364,0,83449336120.0,0.0,KOSPI
155660,0,16000000,0,72240000000.0,0.0,KOSPI
069730,0,14400000,0,78624000000.0,0.0,KOSPI
017860,268643,17759139,3151182390,208314700470.0,1.51,KOSPI
092780,0,13168460,0,44772764000.0,0.0,KOSPI
017940,4332,6860000,377317200,597506000000.0,0.06,KOSPI
365550,4036999,246089000,13927646550,849007050000.0,1.64,KOSPI
383220,91728,38307075,7595078400,3171825810000.0,0.24,KOSPI
