티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,149277,45252759,660550725,200243458575.0,0.33,KOSPI
006840,0,13247561,0,101873744090.0,0.0,KOSPI
027410,0,95716791,0,374252652810.0,0.0,KOSPI
282330,76545,17283906,10693336500,2414561668200.0,0.44,KOSPI
138930,57285,310327033,857556450,4645595684010.0,0.02,KOSPI
001460,6211,6246150,235707450,237041392500.0,0.1,KOSPI
001465,0,2153850,0,58046257500.0,0.0,KOSPI
001040,430556,29176998,54508389600,3693807946800.0,1.48,KOSPI
079160,2549210,165582797,13689257700,889179619890.0,1.54,KOSPI
00104K,2574,4226512,318146400,522396883200.0,0.06,KOSPI
000120,38140,22812344,2795662000,1672144815200.0,0.17,KOSPI
011150,152985,35930773,310559550,72939469190.0,0.43,KOSPI
011155,0,200000,0,1400000000.0,0.0,KOSPI
001045,0,2260223,0,155955387000.0,0.0,KOSPI
097950,101879,15054186,18980057700,2804594851800.0,0.68,KOSPI
097955,4727,1327433,581421000,163274259000.0,0.36,KOSPI
000480,0,46890490,0,214289539300.0,0.0,KOSPI
000590,0,1154482,0,78389327800.0,0.0,KOSPI
012030,495329,201173933,729619617,296329203309.0,0.25,KOSPI
005830,9925,65500349,1826200000,12052064216000.0,0.02,KOSPI
016610,17914,42446389,174661500,413852292750.0,0.04,KOSPI
000990,362821,43504588,34613123400,4150337695200.0,0.83,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,396452,20715621,10050058200,525140992350.0,1.91,KOSPI
015590,439035,53396308,634405575,77157665060.0,0.82,KOSPI
000210,12587,20955884,629350000,1047794200000.0,0.06,KOSPI
000215,0,1686115,0,40466760000.0,0.0,KOSPI
375500,646043,38693623,48000994900,2874936188900.0,1.67,KOSPI
37550L,0,2111951,0,102007233300.0,0.0,KOSPI
37550K,0,2113885,0,54432538750.0,0.0,KOSPI
007340,290937,58510865,13499476800,2714904136000.0,0.5,KOSPI
004840,0,19272364,0,83738421580.0,0.0,KOSPI
155660,0,16000000,0,69840000000.0,0.0,KOSPI
069730,0,14400000,0,77616000000.0,0.0,KOSPI
017860,175091,17759139,2081831990,211156162710.0,0.99,KOSPI
092780,0,13168460,0,43455918000.0,0.0,KOSPI
017940,0,6860000,0,667478000000.0,0.0,KOSPI
365550,3870154,246089000,11823320470,751801895000.0,1.57,KOSPI
383220,158483,38307075,10000277300,2417176432500.0,0.41,KOSPI
007700,0,39114367,0,547601138000.0,0.0,KOSPI
114090,127665,61855670,1183454550,573402060900.0,0.21,KOSPI
078930,23582,92895495,2905302400,11444724984000.0,0.03,KOSPI
006360,3207471,85581490,118355679900,3157956981000.0,3.75,KOSPI
001250,249960,82533764,672392400,222015825160.0,0.3,KOSPI
007070,249401,83607415,6422075750,2152890936250.0,0.3,KOSPI
078935,0,1779676,0,114967069600.0,0.0,KOSPI
499790,45755,19830841,1940012000,840827658400.0,0.23,KOSPI
012630,28117,59741721,652314400,1386007927200.0,0.05,KOSPI
039570,0,25957601,0,195720311540.0,0.0,KOSPI
089470,0,31900000,0,124888500000.0,0.0,KOSPI
267270,38876,47921897,5465965600,6737818718200.0,0.08,KOSPI
009540,189598,70773116,68350079000,25513708318000.0,0.27,KOSPI
267250,7880,78993085,1702080000,17062506360000.0,0.01,KOSPI
443060,121617,44833460,26877357000,9908194660000.0,0.27,KOSPI
071970,6555,33921495,351348000,1818192132000.0,0.02,KOSPI
322000,226340,11200000,32140280000,1590400000000.0,2.02,KOSPI
267260,35573,36047135,29205433000,29594697835000.0,0.1,KOSPI
329180,1966055,104961225,924045850000,49331775750000.0,1.87,KOSPI
097230,1540822,90295344,26440505520,1549468103040.0,1.71,KOSPI
014790,0,37858601,0,100325292650.0,0.0,KOSPI
003580,104629,50663505,158722193,76856537085.0,0.21,KOSPI
204320,403850,46957120,20354040000,2366638848000.0,0.86,KOSPI
060980,15921,9078847,632063700,360430225900.0,0.18,KOSPI
011200,5585184,943237970,119802196800,20232454456500.0,0.59,KOSPI
035000,0,16207644,0,102594386520.0,0.0,KOSPI
002460,0,10150000,0,110026000000.0,0.0,KOSPI
487570,21710,3725927,1026883000,176236347100.0,0.58,KOSPI
298050,109517,4479948,18771213800,767863087200.0,2.44,KOSPI
015360,28518,27250000,400677900,382862500000.0,0.1,KOSPI
294870,49036,65907330,1127828000,1515868590000.0,0.07,KOSPI
175330,1060850,186521824,29703800000,5222611072000.0,0.57,KOSPI
234080,43816,15834554,485043120,175288512780.0,0.28,KOSPI
001060,19920,23285930,537840000,628720110000.0,0.09,KOSPI
001067,0,209973,0,9658758000.0,0.0,KOSPI
001065,0,341951,0,7796482800.0,0.0,KOSPI
096760,0,73924942,0,301244138650.0,0.0,KOSPI
008970,446486,103766907,479972450,111549425025.0,0.43,KOSPI
105560,15259,354687734,2565037900,59623008085400.0,0.0,KOSPI
415640,0,122545548,0,1264670055360.0,0.0,KOSPI
432320,72385,150764285,102062850,212577641850.0,0.05,KOSPI
002380,0,8592896,0,4034364672000.0,0.0,KOSPI
344820,26117,15970512,654230850,400061325600.0,0.16,KOSPI
009070,123982,30000000,499647460,120900000000.0,0.41,KOSPI
009440,0,23239141,0,17568790596.0,0.0,KOSPI
119650,0,109785309,0,100782913662.0,0.0,KOSPI
092220,460725,40152628,1216314000,106002937920.0,1.15,KOSPI
003620,977289,202374912,2624020965,543376638720.0,0.48,KOSPI
016380,236017,100008897,1321695200,560049823200.0,0.24,KOSPI
001390,144243,66403636,634669200,292175998400.0,0.22,KOSPI
001940,20979,14176380,586363050,396229821000.0,0.15,KOSPI
025000,0,4378709,0,235574544200.0,0.0,KOSPI
092230,0,4224646,0,429646498200.0,0.0,KOSPI
000040,0,17275036,0,23424948816.0,0.0,KOSPI
044450,109229,22577525,1097751450,226904126250.0,0.48,KOSPI
030200,1686735,252021685,90915016500,13583968821500.0,0.67,KOSPI
033780,11818,103810456,2062241000,18114924572000.0,0.01,KOSPI
058850,49943,41404450,110623745,91710856750.0,0.12,KOSPI
058860,0,34802000,0,89441140000.0,0.0,KOSPI
093050,19847,29240000,454496300,669596000000.0,0.07,KOSPI
003550,2233543,151192004,255740673500,17311484458000.0,1.48,KOSPI
034220,25757022,500000000,247009840980,4795000000000.0,5.15,KOSPI
051900,105632,14975523,31531152000,4470193615500.0,0.71,KOSPI
051905,1057,2096259,112147700,222413079900.0,0.05,KOSPI
064400,592461,96885948,44079098400,7208314531200.0,0.61,KOSPI
373220,3921998,234000000,1453100259000,86697000000000.0,1.68,KOSPI
003555,0,3011199,0,212590649400.0,0.0,KOSPI
032640,3396216,424427732,50060223840,6256064769680.0,0.8,KOSPI
011070,67154,23667107,40090938000,14129262879000.0,0.28,KOSPI
066570,1822447,162884638,361391240100,32300023715400.0,1.12,KOSPI
066575,0,17181299,0,1243926047600.0,0.0,KOSPI
037560,0,77446865,0,124921793245.0,0.0,KOSPI
051910,19810,70592343,5437845000,19377598153500.0,0.03,KOSPI
051915,0,7688800,0,951873440000.0,0.0,KOSPI
079550,68161,22000000,50779945000,16390000000000.0,0.31,KOSPI
006260,0,31200000,0,9765600000000.0,0.0,KOSPI
010120,908432,150000000,199400824000,32925000000000.0,0.61,KOSPI
000680,33441,78803016,100490205,236803063080.0,0.04,KOSPI
229640,35632,30624879,1724588800,1482244143600.0,0.12,KOSPI
108320,269755,16264300,10196739000,614790540000.0,1.66,KOSPI
001120,8347,38760000,318438050,1478694000000.0,0.02,KOSPI
108670,4222,8967670,147347800,312971683000.0,0.05,KOSPI
108675,0,1032330,0,19480067100.0,0.0,KOSPI
383800,283664,76280690,2314698240,622450430400.0,0.37,KOSPI
38380K,0,1465285,0,11180124550.0,0.0,KOSPI
009810,0,15749602,0,31262959970.0,0.0,KOSPI
023150,48000,7378526,199200000,30620882900.0,0.65,KOSPI
035420,1224253,152076491,265050774500,32924560301500.0,0.81,KOSPI
036570,83996,21544022,18731108000,4804316906000.0,0.39,KOSPI
181710,6700,32753139,469670000,2295995043900.0,0.02,KOSPI
400760,0,54929275,0,159020251125.0,0.0,KOSPI
005940,1584250,369206105,42141050000,9820882393000.0,0.43,KOSPI
005945,0,18870968,0,436862909200.0,0.0,KOSPI
338100,0,18660000,0,70628100000.0,0.0,KOSPI
034310,121972,36757157,1631985360,491810760660.0,0.33,KOSPI
030190,336254,58911527,5222024620,914896014310.0,0.57,KOSPI
008260,62422,28600117,212859020,97526398970.0,0.22,KOSPI
004250,0,36720000,0,107773200000.0,0.0,KOSPI
004255,0,5280000,0,9752160000.0,0.0,KOSPI
456040,7989,8952495,639918900,717094849500.0,0.09,KOSPI
010060,777322,18670232,214540872000,5152984032000.0,4.16,KOSPI
178920,66547,29366322,1269051290,560015760540.0,0.23,KOSPI
001340,799515,45028089,4085521650,230093534790.0,1.78,KOSPI
005490,12075,79241527,4099462500,26902498416500.0,0.02,KOSPI
010950,358667,112582792,49029778900,15390067666400.0,0.32,KOSPI
010955,0,4021927,0,265849374700.0,0.0,KOSPI
034120,0,18551238,0,227438177880.0,0.0,KOSPI
003080,0,20020000,0,44544500000.0,0.0,KOSPI
005090,194202,14409333,12157045200,902024245800.0,1.35,KOSPI
001380,0,22482071,0,29429030939.0,0.0,KOSPI
004060,57660,20242496,133194600,46760165760.0,0.28,KOSPI
001770,0,1214878,0,11541341000.0,0.0,KOSPI
002360,0,11113373,0,16936780452.0,0.0,KOSPI
009160,0,65370968,0,333391936800.0,0.0,KOSPI
033530,116838,27052299,800340300,185308248150.0,0.43,KOSPI
