티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,440599200,184631256720.0,0.24,KOSPI
006840,0,13247561,0,78160609900.0,0.0,KOSPI
027410,161818,95716791,624617480,369466813260.0,0.17,KOSPI
282330,72009,17283906,8504262900,2041229298600.0,0.42,KOSPI
138930,89427,310327033,1513999110,5253836668690.0,0.03,KOSPI
001460,6211,6246150,210863450,212056792500.0,0.1,KOSPI
001465,0,2153850,0,48246240000.0,0.0,KOSPI
001040,507791,29176998,81398897300,4677072779400.0,1.74,KOSPI
079160,2889498,165582471,12901608570,739325733015.0,1.75,KOSPI
00104K,846,4226512,131130000,655109360000.0,0.02,KOSPI
000120,50504,22812344,3893858400,1758831722400.0,0.22,KOSPI
011150,400982,35930773,785523738,70388384307.0,1.12,KOSPI
011155,0,200000,0,1640000000.0,0.0,KOSPI
001045,0,2260223,0,156181409300.0,0.0,KOSPI
097950,46198,15054186,8842297200,2881371200400.0,0.31,KOSPI
097955,0,1327433,0,160752136300.0,0.0,KOSPI
000480,0,46890490,0,225777709350.0,0.0,KOSPI
000590,0,1154482,0,78158431400.0,0.0,KOSPI
012030,1894887,201173933,3410796600,362113079400.0,0.94,KOSPI
005830,6578,65500349,892634600,8888397359300.0,0.01,KOSPI
016610,12534,42446389,118070280,399844984380.0,0.03,KOSPI
000990,1590947,43504588,228459989200,6247258836800.0,3.66,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,293781,20715621,6551316300,461958348300.0,1.42,KOSPI
015590,530346,53396308,1153502550,116136969900.0,0.99,KOSPI
000210,13309,20955884,605559500,953492722000.0,0.06,KOSPI
000215,0,1686115,0,35408415000.0,0.0,KOSPI
375500,854298,38693623,55956519000,2534432306500.0,2.21,KOSPI
37550L,0,2111951,0,90919490550.0,0.0,KOSPI
37550K,0,2113885,0,47456718250.0,0.0,KOSPI
007340,312944,58510865,11735400000,2194157437500.0,0.53,KOSPI
004840,0,19272364,0,80943928800.0,0.0,KOSPI
155660,0,16000000,0,67840000000.0,0.0,KOSPI
069730,0,14400000,0,75168000000.0,0.0,KOSPI
017860,280809,17759139,3302313840,208847474640.0,1.58,KOSPI
092780,0,13168460,0,46418821500.0,0.0,KOSPI
017940,5171,6860000,416265500,552230000000.0,0.08,KOSPI
365550,3626996,246089000,12549406160,851467940000.0,1.47,KOSPI
383220,77856,38307075,6080553600,2991782557500.0,0.2,KOSPI
007700,0,39114367,0,590235798030.0,0.0,KOSPI
114090,204042,61855670,2211815280,670515462800.0,0.33,KOSPI
078930,0,92895495,0,6251866813500.0,0.0,KOSPI
006360,3236689,85581490,81726397250,2160932622500.0,3.78,KOSPI
001250,300347,82533764,809435165,222428493980.0,0.36,KOSPI
007070,78709,83607415,1829984250,1943872398750.0,0.09,KOSPI
078935,0,1779676,0,92721119600.0,0.0,KOSPI
499790,4500,19830841,171000000,753571958000.0,0.02,KOSPI
012630,95074,59741721,2048844700,1287434087550.0,0.16,KOSPI
039570,15133,25957601,113648830,194941583510.0,0.06,KOSPI
089470,0,31900000,0,124410000000.0,0.0,KOSPI
267270,13509,47921897,1610272800,5712290122400.0,0.03,KOSPI
009540,144616,70773116,52567916000,25726027666000.0,0.2,KOSPI
267250,0,78993085,0,16035596255000.0,0.0,KOSPI
443060,169155,44833460,37721565000,9997861580000.0,0.38,KOSPI
071970,35782,33921495,2107559800,1997976055500.0,0.11,KOSPI
322000,75640,11200000,9976916000,1477280000000.0,0.68,KOSPI
267260,228948,36047135,214524276000,33776165495000.0,0.64,KOSPI
329180,2634234,104961225,1559466528000,62137045200000.0,2.51,KOSPI
097230,776256,90295344,17426947200,2027130472800.0,0.86,KOSPI
014790,0,37858601,0,98810948610.0,0.0,KOSPI
003580,0,50663505,0,80554972950.0,0.0,KOSPI
204320,325450,46957120,16109775000,2324377440000.0,0.69,KOSPI
060980,21245,9078847,833866250,356344744750.0,0.23,KOSPI
011200,10927012,943237970,210017170640,18129033783400.0,1.16,KOSPI
035000,0,16207644,0,112481049360.0,0.0,KOSPI
002460,0,10150000,0,111244000000.0,0.0,KOSPI
487570,23547,3725927,1111418400,175863754400.0,0.63,KOSPI
298050,93284,4479948,15970220800,766967097600.0,2.08,KOSPI
015360,0,27250000,0,389947500000.0,0.0,KOSPI
294870,47551,65907330,918209810,1272670542300.0,0.07,KOSPI
175330,804840,188253584,20000274000,4678101562400.0,0.43,KOSPI
234080,58486,15834554,673173860,182255716540.0,0.37,KOSPI
001060,19920,23285930,524892000,613584255500.0,0.09,KOSPI
001067,0,209973,0,9049836300.0,0.0,KOSPI
001065,0,341951,0,7112580800.0,0.0,KOSPI
096760,0,73924942,0,275370408950.0,0.0,KOSPI
008970,1561470,103766907,1976821020,131368904262.0,1.5,KOSPI
105560,81252,354687734,12488432400,54515504715800.0,0.02,KOSPI
415640,13377,122545548,134438850,1231582757400.0,0.01,KOSPI
432320,0,150764285,0,195842806215.0,0.0,KOSPI
002380,4578,8592896,2245509000,4214815488000.0,0.05,KOSPI
344820,71444,15970512,1578912400,352948315200.0,0.45,KOSPI
009070,127956,30000000,535495860,125550000000.0,0.43,KOSPI
009440,0,23239141,0,17568790596.0,0.0,KOSPI
119650,0,109785309,0,100782913662.0,0.0,KOSPI
092220,638374,40152628,2320489490,145954802780.0,1.59,KOSPI
003620,820462,202374912,2403953660,592958492160.0,0.41,KOSPI
016380,257952,100008897,1387781760,538047865860.0,0.26,KOSPI
001390,366212,67233030,1549076760,284395716900.0,0.54,KOSPI
001940,14893,14176380,361899900,344486034000.0,0.11,KOSPI
025000,0,4378709,0,210834838350.0,0.0,KOSPI
092230,0,4224646,0,337126750800.0,0.0,KOSPI
000040,0,86375184,0,23148549312.0,0.0,KOSPI
044450,124776,23085880,1156673520,214006107600.0,0.54,KOSPI
030200,1204874,252021685,63496859800,13281542799500.0,0.48,KOSPI
033780,28940,103810456,4997938000,17928065751200.0,0.03,KOSPI
058850,294007,41404450,667395890,93988101500.0,0.71,KOSPI
058860,53245,34802000,132047600,86308960000.0,0.15,KOSPI
093050,8244,29240000,182604600,647666000000.0,0.03,KOSPI
003550,1657483,151192004,167074286400,15240154003200.0,1.1,KOSPI
034220,18503705,500000000,222044460000,6000000000000.0,3.7,KOSPI
051900,108041,14975523,25497676000,3534223428000.0,0.72,KOSPI
051905,0,2096259,0,199354230900.0,0.0,KOSPI
064400,487531,96885948,38612455200,7673367081600.0,0.5,KOSPI
373220,3163889,234000000,1267137544500,93717000000000.0,1.35,KOSPI
003555,0,3011199,0,198136894200.0,0.0,KOSPI
032640,3126911,424427732,45559093270,6183912055240.0,0.74,KOSPI
011070,18610,23667107,17028150000,21655402905000.0,0.08,KOSPI
066570,1847609,162884638,363424690300,32039408294600.0,1.13,KOSPI
066575,0,17181299,0,1211281579500.0,0.0,KOSPI
037560,125930,77446865,218614480,134447757640.0,0.16,KOSPI
051910,8104,70592343,2496032000,21742441644000.0,0.01,KOSPI
051915,0,7688800,0,1098729520000.0,0.0,KOSPI
079550,23690,22000000,17649050000,16390000000000.0,0.11,KOSPI
006260,0,31200000,0,11185200000000.0,0.0,KOSPI
010120,324727,150000000,72738848000,33600000000000.0,0.22,KOSPI
000680,0,78803016,0,222618520200.0,0.0,KOSPI
229640,42419,30624879,2231239400,1610868635400.0,0.14,KOSPI
108320,140158,16264300,5949707100,690419535000.0,0.86,KOSPI
001120,21734,38760000,768296900,1370166000000.0,0.06,KOSPI
108670,31584,8967670,1034376000,293691192500.0,0.35,KOSPI
108675,0,1032330,0,16682452800.0,0.0,KOSPI
383800,477984,76280690,3513182400,560663071500.0,0.63,KOSPI
38380K,0,1465285,0,10784497600.0,0.0,KOSPI
023150,48000,7378526,204960000,31506306020.0,0.65,KOSPI
035420,1147933,156887668,234178332000,32005084272000.0,0.73,KOSPI
036570,67291,21544022,17428369000,5579901698000.0,0.31,KOSPI
181710,118375,32753139,4190475000,1159461120600.0,0.36,KOSPI
400760,0,54929275,0,159569543875.0,0.0,KOSPI
005940,1854068,356344369,54046082200,10387438356350.0,0.52,KOSPI
005945,0,18870968,0,451016135200.0,0.0,KOSPI
338100,0,18660000,0,69508500000.0,0.0,KOSPI
034310,91720,36757157,1028181200,412047729970.0,0.25,KOSPI
030190,418177,58911527,5787569680,815335533680.0,0.71,KOSPI
008260,251972,28600117,765994880,86944355680.0,0.88,KOSPI
004250,34143,36720000,105672585,113648400000.0,0.09,KOSPI
004255,0,5280000,0,11272800000.0,0.0,KOSPI
456040,11789,8952495,1123491700,853172773500.0,0.13,KOSPI
010060,101610,18670232,21896955000,4023434996000.0,0.54,KOSPI
178920,74812,29366322,1541127200,604946233200.0,0.25,KOSPI
001340,774071,45028089,4806980910,279624432690.0,1.72,KOSPI
005490,102877,79241527,34258041000,26387428491000.0,0.13,KOSPI
010950,496229,112582792,51458947300,11674835530400.0,0.44,KOSPI
010955,0,4021927,0,222412563100.0,0.0,KOSPI
034120,0,18551238,0,206660791320.0,0.0,KOSPI
003080,0,20020000,0,41941900000.0,0.0,KOSPI
005090,46751,14409333,1954191800,602310119400.0,0.32,KOSPI
001380,0,22482071,0,27630465259.0,0.0,KOSPI
004060,43660,20242496,112861100,52326852160.0,0.22,KOSPI
001770,0,1214878,0,7301416780.0,0.0,KOSPI
002360,0,11113373,0,18826053862.0,0.0,KOSPI
009160,0,65370968,0,259522742960.0,0.0,KOSPI
033530,121139,27820961,736525120,169151442880.0,0.44,KOSPI
123700,89751,15604898,284061915,49389502170.0,0.58,KOSPI
025530,0,14934008,0,51895677800.0,0.0,KOSPI
034730,35119,72502703,27568415000,56914621855000.0,0.05,KOSPI
011790,1035486,49598298,114317654400,5475652099200.0,2.09,KOSPI
018670,64791,9257244,13800483000,1971792972000.0,0.7,KOSPI
001740,4891313,200593889,46712039150,1915671639950.0,2.44,KOSPI
006120,153106,17413751,7854337800,893325426300.0,0.88,KOSPI
006125,0,1231705,0,46804790000.0,0.0,KOSPI
210980,62066,18617382,713138340,213913719180.0,0.33,KOSPI
395400,1774617,301017620,9831378180,1667637614800.0,0.59,KOSPI
302440,1241985,78456553,47630124750,3008808807550.0,1.58,KOSPI
326030,215300,78313250,19613830000,7134337075000.0,0.27,KOSPI
402340,25037,131958386,41060680000,216411753040000.0,0.02,KOSPI
361610,2016559,81787100,34684814800,1406738120000.0,2.47,KOSPI
100090,2863320,62478129,44238294000,965287093050.0,4.58,KOSPI
03473K,672,566135,295008000,248533265000.0,0.12,KOSPI
096770,262931,169052788,25872410400,16634794339200.0,0.16,KOSPI
096775,0,1248426,0,72159022800.0,0.0,KOSPI
475150,854063,34067004,42703150000,1703350200000.0,2.51,KOSPI
001510,4767545,231295085,12228752925,593271893025.0,2.06,KOSPI
001515,0,1956257,0,8842281640.0,0.0,KOSPI
285130,122074,17298766,4956204400,702329899600.0,0.71,KOSPI
28513K,0,2115429,0,43048980150.0,0.0,KOSPI
017670,135663,214790053,12236802600,19374062780600.0,0.06,KOSPI
000660,53054,712702365,139425912000,1872981815220000.0,0.01,KOSPI
003570,194171,33252697,7329955250,1255289311750.0,0.58,KOSPI
064960,67870,26540272,1822309500,712606303200.0,0.26,KOSPI
100840,42470,20680783,1235877000,601810785300.0,0.21,KOSPI
036530,10355,16303886,518785500,816824688600.0,0.06,KOSPI
000390,287177,27203469,1789112710,169477611870.0,1.06,KOSPI
011810,43226,31017927,152587780,109493282310.0,0.14,KOSPI
465770,56167,7171032,105313125,13445685000.0,0.78,KOSPI
077970,0,40148063,0,1206449293150.0,0.0,KOSPI
002820,0,12607989,0,23513899485.0,0.0,KOSPI
002170,4697,3000000,251759200,160800000000.0,0.16,KOSPI
084870,0,20458256,0,37929606624.0,0.0,KOSPI
002710,310114,26213697,3429860840,289923488820.0,1.18,KOSPI
069260,121893,40878588,1899092940,636888401040.0,0.3,KOSPI
007980,108000,46897350,184572000,80147571150.0,0.23,KOSPI
002900,58995,41400000,361639350,253782000000.0,0.14,KOSPI
024070,0,15326438,0,26729307872.0,0.0,KOSPI
037270,217630,63663110,758440550,221865938350.0,0.34,KOSPI
139130,793758,160624583,13073194260,2645486882010.0,0.49,KOSPI
000500,111861,16543115,38368323000,5674288445000.0,0.68,KOSPI
000860,0,13000000,0,158730000000.0,0.0,KOSPI
035250,3162658,213940500,45985047320,3110694870000.0,1.48,KOSPI
011420,368806,27549644,527392580,39395990920.0,1.34,KOSPI
002100,13995,19522575,127074600,177264981000.0,0.07,KOSPI
009450,98440,14568592,6211564000,919278155200.0,0.68,KOSPI
267290,21696,5895406,421119360,114429830460.0,0.37,KOSPI
012320,19539,2365023,1100045700,133150794900.0,0.83,KOSPI
000050,30758,27415270,247601900,220692923500.0,0.11,KOSPI
214390,142058,23906860,744383920,125271946400.0,0.59,KOSPI
012610,202730,41616365,715636900,146905768450.0,0.49,KOSPI
009140,0,1570797,0,35028773100.0,0.0,KOSPI
013580,44742,8930907,991035300,197819590050.0,0.5,KOSPI
012200,233127,27222829,1251891990,146186591730.0,0.86,KOSPI
012205,0,1169079,0,10545092580.0,0.0,KOSPI
002140,63249,24939425,110685750,43643993750.0,0.25,KOSPI
010130,86958,20872969,97827750000,23482090125000.0,0.42,KOSPI
002240,75395,27000000,1391037750,498150000000.0,0.28,KOSPI
009290,243203,49799808,1400849280,286846894080.0,0.49,KOSPI
017040,481043,43337615,448332076,40390657180.0,1.11,KOSPI
017900,329205,57943763,2205673500,388223212100.0,0.57,KOSPI
037710,32246,7627172,1625198400,384409468800.0,0.42,KOSPI
030610,113671,113962961,1123069480,1125954054680.0,0.1,KOSPI
339770,113080,49965080,424050000,187369050000.0,0.23,KOSPI
007690,0,9260832,0,313479163200.0,0.0,KOSPI
002720,107698,21159832,367788670,72260826280.0,0.51,KOSPI
083420,171808,24000000,773136000,108000000000.0,0.72,KOSPI
014530,0,34869420,0,107049119400.0,0.0,KOSPI
014280,160846,29329357,665098210,121276891195.0,0.55,KOSPI
014285,0,589875,0,3486161250.0,0.0,KOSPI
008870,0,1000000,0,39400000000.0,0.0,KOSPI
001570,77613,63967196,768368700,633275240400.0,0.12,KOSPI
002990,13265,37259974,114211650,320808376140.0,0.04,KOSPI
002995,0,292266,0,7598916000.0,0.0,KOSPI
011780,82505,25157325,9900600000,3018879000000.0,0.33,KOSPI
011785,0,3023486,0,157825969200.0,0.0,KOSPI
214330,0,20913859,0,53434909745.0,0.0,KOSPI
001210,263556,61880083,289384488,67944331134.0,0.43,KOSPI
073240,4289408,287260287,22819650560,1528224726840.0,1.49,KOSPI
092440,0,29200000,0,55450800000.0,0.0,KOSPI
000270,92280,390412998,12974568000,54892067518800.0,0.02,KOSPI
024110,2046855,797425869,41244128250,16068131260350.0,0.26,KOSPI
013700,0,59750830,0,71103487700.0,0.0,KOSPI
004540,208742,37240693,295369930,52695580595.0,0.56,KOSPI
004545,0,366160,0,2383701600.0,0.0,KOSPI
001260,33552,9832572,285192000,83576862000.0,0.34,KOSPI
008350,1581017,129079090,1675878020,136823835400.0,1.22,KOSPI
008355,0,307890,0,2327648400.0,0.0,KOSPI
004270,0,3621216,0,23284418880.0,0.0,KOSPI
003920,6126,6000000,274444800,268800000000.0,0.1,KOSPI
003925,0,2000000,0,69500000000.0,0.0,KOSPI
025860,477616,49678843,2789277440,290124443120.0,0.96,KOSPI
005720,0,52543977,0,313687542690.0,0.0,KOSPI
005725,0,3600600,0,15626604000.0,0.0,KOSPI
002350,0,97667877,0,679768423920.0,0.0,KOSPI
002355,0,6500000,0,25512500000.0,0.0,KOSPI
092790,317553,26002000,4080556050,334125700000.0,1.22,KOSPI
251270,121224,81934571,4594389600,3105320240900.0,0.15,KOSPI
090350,62789,20000000,469033830,149400000000.0,0.31,KOSPI
090355,0,463126,0,5011023320.0,0.0,KOSPI
