티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,89022,45252759,421074060,214045550070.0,0.2,KOSPI
006840,0,13247561,0,103330975800.0,0.0,KOSPI
027410,61900,95716791,288454000,446040246060.0,0.06,KOSPI
282330,10086,17283906,1305128400,2236537436400.0,0.06,KOSPI
138930,57285,310327033,1012225950,5483478673110.0,0.02,KOSPI
001460,6211,6246150,262104200,263587530000.0,0.1,KOSPI
001465,0,2153850,0,64938577500.0,0.0,KOSPI
001040,338837,29176998,58584917300,5044702954200.0,1.16,KOSPI
079160,1442424,165582385,6721695840,771613914100.0,0.87,KOSPI
00104K,0,4226512,0,649192243200.0,0.0,KOSPI
000120,47526,22812344,4229814000,2030298616000.0,0.21,KOSPI
011150,436956,35930773,1022477040,84078008820.0,1.22,KOSPI
011155,0,200000,0,2602000000.0,0.0,KOSPI
001045,0,2260223,0,185338286000.0,0.0,KOSPI
097950,65903,15054186,13905533000,3176433246000.0,0.44,KOSPI
097955,0,1327433,0,172566290000.0,0.0,KOSPI
000480,0,46890490,0,226481066700.0,0.0,KOSPI
000590,0,1154482,0,88895114000.0,0.0,KOSPI
012030,807624,201173933,1938297600,482817439200.0,0.4,KOSPI
005830,6578,65500349,977490800,9733351861400.0,0.01,KOSPI
016610,12188,42446389,145646600,507234348550.0,0.03,KOSPI
000990,1589907,43504588,350574493500,9592761654000.0,3.65,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,378576,20715621,10278338400,562429110150.0,1.83,KOSPI
015590,291095,53396308,727737500,133490770000.0,0.55,KOSPI
000210,15613,20955884,944586500,1267830982000.0,0.07,KOSPI
000215,0,1686115,0,43586072750.0,0.0,KOSPI
375500,838951,38693623,68710086900,3169007723700.0,2.17,KOSPI
37550L,0,2111951,0,105597550000.0,0.0,KOSPI
37550K,0,2113885,0,55700869750.0,0.0,KOSPI
007340,315810,58510865,14779908000,2738308482000.0,0.54,KOSPI
004840,0,19272364,0,95109116340.0,0.0,KOSPI
155660,0,16000000,0,68880000000.0,0.0,KOSPI
069730,0,14400000,0,77472000000.0,0.0,KOSPI
017860,295389,17759139,5712823260,343461748260.0,1.66,KOSPI
092780,0,13168460,0,66764092200.0,0.0,KOSPI
017940,8868,6860000,793686000,613970000000.0,0.13,KOSPI
365550,3121152,246089000,13093232640,1032343355000.0,1.27,KOSPI
383220,12366,38307075,908901000,2815570012500.0,0.03,KOSPI
007700,0,39114367,0,702885174990.0,0.0,KOSPI
114090,399140,61855670,4510282000,698969071000.0,0.65,KOSPI
078930,0,92915378,0,7154484106000.0,0.0,KOSPI
006360,5232422,85581490,166652640700,2725770456500.0,6.11,KOSPI
001250,250626,82533764,904759860,297946888040.0,0.3,KOSPI
007070,27359,83607415,742796850,2269941317250.0,0.03,KOSPI
078935,0,1784826,0,102092047200.0,0.0,KOSPI
499790,4500,19830841,198000000,872557004000.0,0.02,KOSPI
012630,92782,59741721,2110790500,1359124152750.0,0.16,KOSPI
039570,13854,25957601,109169520,204545895880.0,0.05,KOSPI
089470,0,31900000,0,143390500000.0,0.0,KOSPI
267270,0,47921897,0,7883152056500.0,0.0,KOSPI
009540,159163,70773116,70827535000,31494036620000.0,0.22,KOSPI
267250,0,78993085,0,22868498107500.0,0.0,KOSPI
443060,449336,44833460,115254684000,11499782490000.0,1.0,KOSPI
071970,4620,33921495,373758000,2744248945500.0,0.01,KOSPI
322000,99551,11200000,19820604100,2229920000000.0,0.89,KOSPI
267260,213435,36047135,245023380000,41382110980000.0,0.59,KOSPI
