티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,453018050,189835324005.0,0.24,KOSPI
006840,0,13247561,0,76041000140.0,0.0,KOSPI
027410,159493,95716791,618832840,371381149080.0,0.17,KOSPI
282330,66407,17283906,7676649200,1998019533600.0,0.38,KOSPI
138930,57285,310327033,992176200,5374864211560.0,0.02,KOSPI
001460,6211,6246150,215521700,216741405000.0,0.1,KOSPI
001465,0,2153850,0,49969320000.0,0.0,KOSPI
001040,518600,29176998,82976000000,4668319680000.0,1.78,KOSPI
079160,2953733,165582471,12833969885,719455836495.0,1.78,KOSPI
00104K,1083,4226512,165482400,645811033600.0,0.03,KOSPI
000120,48131,22812344,3624264300,1717769503200.0,0.21,KOSPI
011150,394963,35930773,788346148,71717822908.0,1.1,KOSPI
011155,0,200000,0,1570000000.0,0.0,KOSPI
001045,0,2260223,0,153017097100.0,0.0,KOSPI
097950,53622,15054186,10070211600,2827176130800.0,0.36,KOSPI
097955,0,1327433,0,158628243500.0,0.0,KOSPI
000480,0,46890490,0,233514640200.0,0.0,KOSPI
000590,0,1154482,0,81852773800.0,0.0,KOSPI
012030,1915792,201173933,3440762432,361308383668.0,0.95,KOSPI
005830,6578,65500349,895265800,8914597498900.0,0.01,KOSPI
016610,12519,42446389,120557970,408758726070.0,0.03,KOSPI
000990,598606,43504588,79734319200,5794811121600.0,1.38,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,297321,20715621,6808650900,474387720900.0,1.44,KOSPI
015590,540025,53396308,1142152875,112933191420.0,1.01,KOSPI
000210,13421,20955884,611326550,954540516200.0,0.06,KOSPI
000215,0,1686115,0,35324109250.0,0.0,KOSPI
375500,878031,38693623,58652470800,2584734016400.0,2.27,KOSPI
37550L,0,2111951,0,94509807250.0,0.0,KOSPI
37550K,0,2113885,0,48513660750.0,0.0,KOSPI
007340,313414,58510865,11941073400,2229263956500.0,0.54,KOSPI
004840,0,19272364,0,82967527020.0,0.0,KOSPI
155660,0,16000000,0,71280000000.0,0.0,KOSPI
069730,0,14400000,0,80208000000.0,0.0,KOSPI
017860,286936,17759139,3428885200,212221711050.0,1.62,KOSPI
092780,0,13168460,0,46089610000.0,0.0,KOSPI
017940,5452,6860000,441066800,554974000000.0,0.08,KOSPI
365550,3740795,246089000,12737406975,837933045000.0,1.52,KOSPI
383220,68673,38307075,5315290200,2964967605000.0,0.18,KOSPI
007700,0,39114367,0,594538378400.0,0.0,KOSPI
114090,204042,61855670,2099592180,636494844300.0,0.33,KOSPI
078930,0,92895495,0,6781371135000.0,0.0,KOSPI
006360,3176147,85581490,95602024700,2576002849000.0,3.71,KOSPI
