티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5080.0,306129.0,1563132885.0,-1.74,355850.0,0.02,-9510.0,-49622305.0,-42268.0,-213490355.0,36860.0,187010120.0,-4.0,-18580.0,5.0,25770.0,4.0,20610.0,0.0,0.0,35780.0,181484800.0,1075.0,5497520.0,14100.0,71915400.0,818.0,4187140.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8020.0,9619.0,78425220.0,-4.07,5279750.0,6.73,2032.0,17135340.0,-1845.0,-15516310.0,-132.0,-1176220.0,-132.0,-1176220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-352840.0,-11.0,-89970.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4570.0,411041.0,1912426585.0,-3.18,88055810.0,4.6,-50692.0,-235183547.0,15451.0,72324168.0,35203.0,162683499.0,-4320.0,-21014199.0,7.0,32765.0,8.0,37390.0,10124.0,47221590.0,2500.0,11476635.0,26884.0,124929318.0,42.0,194460.0,-4.0,-18580.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,134800.0,80800.0,10877220150.0,-2.03,2080835200.0,18.32,-20461.0,-2741534300.0,28085.0,3768598700.0,-7552.0,-1017387400.0,-3629.0,-489784950.0,-42.0,-5571900.0,-3906.0,-525831600.0,0.0,0.0,-51.0,-6528700.0,76.0,10329750.0,-51.0,-6877700.0,-21.0,-2799300.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,17630.0,628252.0,11317282190.0,-3.29,1587727655.0,12.56,66251.0,1158635320.0,37621.0,667995150.0,-105378.0,-1851954690.0,-73213.0,-1281962285.0,-957.0,-16941755.0,-12968.0,-229005495.0,0.0,0.0,-17667.0,-313563740.0,-563.0,-10306835.0,2089.0,36077090.0,-583.0,-10752870.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",46750.0,6205.0,289101750.0,-2.4,18653850.0,4.65,224.0,10810950.0,248.0,10888400.0,-369.0,-16983900.0,2.0,268050.0,0.0,0.0,-372.0,-17298700.0,0.0,0.0,0.0,0.0,1.0,46750.0,4.0,182800.0,-107.0,-4898250.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,28950.0,1127.0,32209850.0,-0.69,540900.0,1.68,32.0,906150.0,-28.0,-792750.0,1.0,29400.0,1.0,29400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-142800.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,188100.0,125262.0,24305639700.0,-6.42,5458677850.0,19.41,5367.0,1077692800.0,-7025.0,-1360319700.0,1975.0,345657100.0,5301.0,988498250.0,-1112.0,-212177500.0,-4392.0,-849066950.0,700.0,135100000.0,698.0,136963750.0,779.0,146114850.0,-353.0,-69973500.0,36.0,6943300.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4690.0,586374.0,2794569902.0,-4.67,119759375.0,4.29,102344.0,486303763.0,-29080.0,-138420541.0,-74431.0,-353410517.0,-604.0,-2671186.0,0.0,0.0,1783.0,8362694.0,0.0,0.0,-86915.0,-412354652.0,11305.0,53252627.0,1125.0,5331245.0,42.0,196050.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,168500.0,10979.0,1864874400.0,-5.23,56441400.0,3.03,357.0,64736400.0,-2583.0,-443295300.0,2159.0,365761600.0,3658.0,618722000.0,-421.0,-71478200.0,-601.0,-102014900.0,0.0,0.0,-485.0,-82325300.0,8.0,2858000.0,61.0,11802000.0,6.0,995300.0,0.0,0.0,0.0
